1,300,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,214.35897435897436,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,353.84615384615387,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-197.60683760683753,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,353.84615384615387,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,353.84615384615387,1.7094017094017093,2,1.0
2,305,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,219.4871794871795,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,362.3931623931624,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-189.05982905982899,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,362.3931623931624,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,362.3931623931624,1.7094017094017093,2,1.0
3,310,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,224.61538461538458,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,370.94017094017096,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-180.51282051282044,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,370.94017094017096,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,370.94017094017096,1.7094017094017093,2,1.0
4,315,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,229.74358974358972,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,379.4871794871795,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-171.9658119658119,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,379.4871794871795,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,379.4871794871795,1.7094017094017093,2,1.0
5,320,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,234.87179487179486,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,388.03418803418805,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-163.41880341880335,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,388.03418803418805,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,388.03418803418805,1.7094017094017093,2,1.0
6,325,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,240.0,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,396.5811965811966,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-154.8717948717948,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,396.5811965811966,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,396.5811965811966,1.7094017094017093,2,1.0
7,330,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,245.12820512820514,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,405.12820512820514,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-146.32478632478626,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,405.12820512820514,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,405.12820512820514,1.7094017094017093,2,1.0
8,335,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,250.25641025641022,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,413.6752136752137,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-137.77777777777771,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,413.6752136752137,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,413.6752136752137,1.7094017094017093,2,1.0
9,340,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,255.38461538461536,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,422.22222222222223,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-129.23076923076917,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,422.22222222222223,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,422.22222222222223,1.7094017094017093,2,1.0
11,350,13000000000,2,5,100,0.004,0.001,0.1,14000,40000,93.33333333333331,93.33333333333331,0,265.64102564102564,1.0256410256410255,1,2.0,158.97435897435895,155.55555555555554,3.4188034188034186,439.3162393162393,1.7094017094017093,2,1.0,710.4273504273503,693.3333333333333,17.094017094017094,-112.13675213675208,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,439.3162393162393,1.7094017094017093,2,1.0,158.97435897435895,155.55555555555554,3.4188034188034186,439.3162393162393,1.7094017094017093,2,1.0
